Date,Euro,GBP,JPY,CNY,MSCI,Natural_Gas,Brent_Oil,Silver,Gold,GSCI_Precious_Metal,CAC40,DAX,Dow_Jones,FTSE_100,FTSE_MIB,Nikkei_225,SHCOMP,BTC,ETH,BNB,SOL,XRP,DOGE,Euro_expected_return,Euro_abnormal_return,Euro_CAR,GBP_expected_return,GBP_abnormal_return,GBP_CAR,JPY_expected_return,JPY_abnormal_return,JPY_CAR,CNY_expected_return,CNY_abnormal_return,CNY_CAR,Natural_Gas_expected_return,Natural_Gas_abnormal_return,Natural_Gas_CAR,Brent_Oil_expected_return,Brent_Oil_abnormal_return,Brent_Oil_CAR,Silver_expected_return,Silver_abnormal_return,Silver_CAR,Gold_expected_return,Gold_abnormal_return,Gold_CAR,GSCI_Precious_Metal_expected_return,GSCI_Precious_Metal_abnormal_return,GSCI_Precious_Metal_CAR,CAC40_expected_return,CAC40_abnormal_return,CAC40_CAR,DAX_expected_return,DAX_abnormal_return,DAX_CAR,Dow_Jones_expected_return,Dow_Jones_abnormal_return,Dow_Jones_CAR,FTSE_100_expected_return,FTSE_100_abnormal_return,FTSE_100_CAR,FTSE_MIB_expected_return,FTSE_MIB_abnormal_return,FTSE_MIB_CAR,Nikkei_225_expected_return,Nikkei_225_abnormal_return,Nikkei_225_CAR,SHCOMP_expected_return,SHCOMP_abnormal_return,SHCOMP_CAR,BTC_expected_return,BTC_abnormal_return,BTC_CAR,ETH_expected_return,ETH_abnormal_return,ETH_CAR,BNB_expected_return,BNB_abnormal_return,BNB_CAR,SOL_expected_return,SOL_abnormal_return,SOL_CAR,XRP_expected_return,XRP_abnormal_return,XRP_CAR,DOGE_expected_return,DOGE_abnormal_return,DOGE_CAR,Aggregate_AR,Aggregate_CAR,CAR_days,Euro_AR_t_stat,Euro_AR_p_value,Euro_CAR_t_stat,Euro_CAR_p_value,GBP_AR_t_stat,GBP_AR_p_value,GBP_CAR_t_stat,GBP_CAR_p_value,JPY_AR_t_stat,JPY_AR_p_value,JPY_CAR_t_stat,JPY_CAR_p_value,CNY_AR_t_stat,CNY_AR_p_value,CNY_CAR_t_stat,CNY_CAR_p_value,Natural_Gas_AR_t_stat,Natural_Gas_AR_p_value,Natural_Gas_CAR_t_stat,Natural_Gas_CAR_p_value,Brent_Oil_AR_t_stat,Brent_Oil_AR_p_value,Brent_Oil_CAR_t_stat,Brent_Oil_CAR_p_value,Silver_AR_t_stat,Silver_AR_p_value,Silver_CAR_t_stat,Silver_CAR_p_value,Gold_AR_t_stat,Gold_AR_p_value,Gold_CAR_t_stat,Gold_CAR_p_value,GSCI_Precious_Metal_AR_t_stat,GSCI_Precious_Metal_AR_p_value,GSCI_Precious_Metal_CAR_t_stat,GSCI_Precious_Metal_CAR_p_value,CAC40_AR_t_stat,CAC40_AR_p_value,CAC40_CAR_t_stat,CAC40_CAR_p_value,DAX_AR_t_stat,DAX_AR_p_value,DAX_CAR_t_stat,DAX_CAR_p_value,Dow_Jones_AR_t_stat,Dow_Jones_AR_p_value,Dow_Jones_CAR_t_stat,Dow_Jones_CAR_p_value,FTSE_100_AR_t_stat,FTSE_100_AR_p_value,FTSE_100_CAR_t_stat,FTSE_100_CAR_p_value,FTSE_MIB_AR_t_stat,FTSE_MIB_AR_p_value,FTSE_MIB_CAR_t_stat,FTSE_MIB_CAR_p_value,Nikkei_225_AR_t_stat,Nikkei_225_AR_p_value,Nikkei_225_CAR_t_stat,Nikkei_225_CAR_p_value,SHCOMP_AR_t_stat,SHCOMP_AR_p_value,SHCOMP_CAR_t_stat,SHCOMP_CAR_p_value,BTC_AR_t_stat,BTC_AR_p_value,BTC_CAR_t_stat,BTC_CAR_p_value,ETH_AR_t_stat,ETH_AR_p_value,ETH_CAR_t_stat,ETH_CAR_p_value,BNB_AR_t_stat,BNB_AR_p_value,BNB_CAR_t_stat,BNB_CAR_p_value,SOL_AR_t_stat,SOL_AR_p_value,SOL_CAR_t_stat,SOL_CAR_p_value,XRP_AR_t_stat,XRP_AR_p_value,XRP_CAR_t_stat,XRP_CAR_p_value,DOGE_AR_t_stat,DOGE_AR_p_value,DOGE_CAR_t_stat,DOGE_CAR_p_value,Aggregate_AR_t,Aggregate_AR_p,Aggregate_CAR_t,Aggregate_CAR_p
2023-10-03,0.449631685,0.505427127,-0.427236315,0.0,-1.38,3.84,0.23,-0.21,-0.31,-0.3,-0.54,-1.06,-1.29,-0.54,-1.32,-1.64,0.0,-0.29257429,-0.050135608,-0.216860938,-1.98,0.008953789,0.15,0.32372390249122973,0.12590778250877027,,0.409672759654122,0.09575436734587806,,0.13147184918626276,-0.5587081641862628,,0.038861746545393455,-0.038861746545393455,,0.05755517854257525,3.7824448214574247,,0.6444545483923092,-0.4144545483923092,,0.11355666505089668,-0.32355666505089664,,0.5807498788172565,-0.8907498788172565,,0.5756815963806754,-0.8756815963806754,,-0.8856486023590244,0.3456486023590244,,-1.0069291323315563,-0.05307086766844371,,-1.0969424785910489,-0.19305752140895116,,-0.8001454516076913,0.2601454516076913,,-0.9900011633543386,-0.32999883664566143,,-0.5958220391016322,-1.0441779608983677,,-0.19658119243819677,0.19658119243819677,,0.8454368776624072,-1.1380111676624072,,1.171131320046143,-1.221266928046143,,-0.2609431631959672,0.04408222519596722,,4.114846275650347,-6.094846275650347,,0.2291842038577087,-0.22023041485770872,,0.8209211504281789,-0.6709211504281789,,-0.41895587635118403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-04,-0.617988211,-0.723862795,-0.221238938,0.0,0.4,0.44,-5.62,-1.08,-0.36,-0.43,0.0,0.1,0.38,-0.77,-0.17,-2.28,0.0,1.052562427,-0.640002901,-0.134427489,-2.03,3.431718876,-1.0,-0.1510030669478494,-0.46698514405215064,,-0.14158347934702215,-0.5822793156529777,,0.021190595427668428,-0.24242953342766843,,-0.009957482111775731,0.009957482111775731,,0.5441431572144124,-0.10414315721441242,,-0.4879032800129261,-5.132096719987074,,0.16408347067377593,-1.244083470673776,,0.09826030053320396,-0.45826030053320393,,0.13919764097592496,-0.569197640975925,,0.22906453385037967,-0.22906453385037967,,0.25117624818225887,-0.15117624818225886,,0.3517773469058006,0.028222653094199412,,0.13229671998707387,-0.902296719987074,,0.37669888511875904,-0.5466988851187591,,0.24600665697204718,-2.526006656972047,,-0.0385986427532719,0.0385986427532719,,0.8534852973420289,0.19907712965797109,,0.5097142653711646,-1.1497171663711647,,0.27046059987719817,-0.4048880888771982,,2.4049332363871376,-4.434933236387137,,0.7129453452480818,2.7187735307519185,,0.07203554693811581,-1.0720355469381158,,-0.782802860310554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-05,-0.085494443,-0.115027524,-0.228448565,0.0,0.2,6.89,-2.03,-0.6,-0.16,-0.2,0.02,-0.2,-0.03,0.53,0.2,1.8,0.0,-0.832484596,-1.775450249,-1.104070615,3.59,-1.408660079,0.85,-0.09766295802211017,0.012168515022110166,,-0.0796445760884666,-0.0353829479115334,,0.033581747535375656,-0.2620303125353757,,-0.004472175521082563,0.004472175521082563,,0.48947035062207117,6.400529649377929,,-0.3606720633381806,-1.6693279366618192,,0.1584063015026659,-0.7584063015026659,,0.15247261269995144,-0.3124726126999514,,0.1882407820326385,-0.3882407820326385,,0.10381586686055898,-0.08381586686055897,,0.10981609306834703,-0.309816093068347,,0.1889998384230085,-0.2189998384230085,,0.02752793666181934,0.5024720633381807,,0.22313708191953457,-0.023137081919534563,,0.15141916303118433,1.6485808369688157,,-0.05634949103247694,0.05634949103247694,,0.8525809805240939,-1.685065576524094,,0.5840307883683532,-2.359481037368353,,0.21075231189144922,-1.314822926891449,,2.5970582969785094,0.9929417030214904,,0.6585901608221972,-2.0672502398221972,,0.15617999676846,0.69382000323154,,-0.053496141668540914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-06,-0.651189128,-0.685434517,0.397333154,0.0,1.02,5.43,0.61,3.35,0.73,0.96,0.88,1.06,0.87,0.58,1.16,-0.26,0.0,2.171339916,2.355563812,1.532318111,-0.77,0.663242617,0.09,-0.31635740461764095,-0.334831723382359,,-0.33359407944854425,-0.3518404375514558,,-0.017221976106223988,0.414555130106224,,-0.02696193254292455,0.02696193254292455,,0.7136288576506704,4.716371142349329,,-0.8823200517046373,1.4923200517046373,,0.18168269510421703,3.168317304895783,,-0.06979786718371322,0.7997978671837132,,-0.012836096299887023,0.972836096299887,,0.6173354015188238,0.2626645984811762,,0.6893927290353855,0.37060727096461454,,0.8563876232024561,0.013612376797543901,,0.45707994829536286,0.1229200517046371,,0.8527404750363549,0.30725952496364506,,0.539227888188722,-0.799227888188722,,0.01642898691226373,-0.01642898691226373,,0.8562886794776277,1.3150512365223723,,0.27933304407987997,2.07623076792012,,0.4555562926330198,1.0767618183669803,,1.809345548553885,-2.579345548553885,,0.8814464169683243,-0.21820379996832429,,-0.18881224753595108,0.2788122475359511,,0.5961455015355694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-09,-0.207195329,-0.268554687,-0.308559163,-0.016447368,0.47,1.14,4.22,0.93,1.04,1.03,-0.55,-0.67,0.59,-0.03,-0.46,0.0,-0.44,-1.105077198,-3.30642249,-2.447522693,0.01,-2.677750027,0.69,-0.16967210507185812,-0.03752322392814189,,-0.16326209548751652,-0.10529259151248349,,0.0168536921899709,-0.32541285518997093,,-0.011877339418518339,-0.004570028581481662,,0.5632786395217318,0.576721360478268,,-0.532434205849087,4.752434205849086,,0.16607047988366447,0.7639295201163356,,0.07928599127484237,0.9607140087251577,,0.12203254160607523,0.9079674583939248,,0.27290156729681686,-0.822901567296817,,0.30065230247212793,-0.970652302472128,,0.40874947487477775,0.18125052512522222,,0.16896579415091295,-0.19896579415091295,,0.43044551623848754,-0.8904455162384876,,0.2791122798513492,-0.2791122798513492,,-0.03238584585555014,-0.40761415414444985,,0.8538018082283062,-1.9588790062283064,,0.48370348232214866,-3.7901259723221488,,0.29135850067221025,-2.73888119367221,,2.3376894651801576,-2.327689465180158,,0.7319696597971415,-3.4097196867971418,,0.04258498949749537,0.6474150105025046,,-0.4307887976534403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-10,-0.207195329,-0.268554687,-0.308559163,-0.016447368,1.02,0.18,-0.57,0.13,0.59,0.55,2.01,1.95,0.4,1.82,2.3,2.43,-0.7,-0.714182292,-0.908993081,1.056493315,-0.38,-1.101046152,-1.05,-0.31635740461764095,0.10916207561764094,,-0.33359407944854425,0.06503939244854423,,-0.017221976106223988,-0.291337186893776,,-0.02696193254292455,0.01051456454292455,,0.7136288576506704,-0.5336288576506705,,-0.8823200517046373,0.3123200517046374,,0.18168269510421703,-0.051682695104217025,,-0.06979786718371322,0.6597978671837132,,-0.012836096299887023,0.5628360962998871,,0.6173354015188238,1.392664598481176,,0.6893927290353855,1.2606072709646146,,0.8563876232024561,-0.45638762320245607,,0.45707994829536286,1.3629200517046371,,0.8527404750363549,1.4472595249636449,,0.539227888188722,1.8907721118112781,,0.01642898691226373,-0.7164289869122636,,0.8562886794776277,-1.5704709714776277,,0.27933304407987997,-1.18832612507988,,0.4555562926330198,0.6009370223669802,,1.809345548553885,-2.189345548553885,,0.8814464169683243,-1.9824925689683242,,-0.18881224753595108,-0.861187752464049,,-0.0075662585553395246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-11,-0.018832392,-0.130039012,0.370071323,0.060316938,0.4,-0.15,-2.09,0.82,0.64,0.66,-0.44,0.24,0.19,-0.11,0.36,0.6,0.12,-2.5812379,0.010859775,-1.093884128,-3.26,-2.442816924,-1.05,-0.1510030669478494,0.1321706749478494,,-0.14158347934702215,0.011544467347022136,,0.021190595427668428,0.3488807275723316,,-0.009957482111775731,0.07027442011177573,,0.5441431572144124,-0.6941431572144124,,-0.4879032800129261,-1.6020967199870737,,0.16408347067377593,0.655916529326224,,0.09826030053320396,0.541739699466796,,0.13919764097592496,0.5208023590240751,,0.22906453385037967,-0.6690645338503797,,0.25117624818225887,-0.011176248182258874,,0.3517773469058006,-0.1617773469058006,,0.13229671998707387,-0.24229671998707386,,0.37669888511875904,-0.016698885118759055,,0.24600665697204718,0.3539933430279528,,-0.0385986427532719,0.1585986427532719,,0.8534852973420289,-3.434723197342029,,0.5097142653711646,-0.4988544903711646,,0.27046059987719817,-1.364344727877198,,2.4049332363871376,-5.664933236387137,,0.7129453452480818,-3.155762269248082,,0.07203554693811581,-1.1220355469381158,,-0.7201811916287357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-12,0.634890552,0.736859342,0.362003084,0.036990355,-0.53,-0.98,0.21,-0.79,-0.23,-0.28,-0.37,-0.23,-0.51,0.32,0.26,1.75,0.94,0.107407366,-1.817856641,-0.34910445,2.54,-0.74825824,0.85,0.09702843955683801,0.537862112443162,,0.1464324208052611,0.5904269211947389,,0.07880945272850706,0.2831936312714929,,0.015549193534947499,0.021441161465052504,,0.28991460656002555,-1.2699146065600255,,0.10372187752464074,0.10627812247535925,,0.13768463402811432,-0.9276846340281144,,0.35034755210857976,-0.5803475521085798,,0.3672482468896429,-0.647248246889643,,-0.3533417676522866,-0.01665823234771341,,-0.4061484730974312,0.17614847309743117,,-0.4051380675391827,-0.10486193246081732,,-0.35487812247535966,0.6748781224753597,,-0.33736349975763474,0.5973634997576347,,-0.19382518985296512,1.943825189852965,,-0.12114008725157535,1.0611400872515753,,0.849280224138631,-0.741872858138631,,0.8552860973080916,-2.6731427383080915,,-0.007182939256534349,-0.34192151074346566,,3.2983147681370166,-0.7583147681370166,,0.4601937376677183,-1.2084519776677183,,0.4633072386492162,0.3866927613507838,,-0.13141677157973916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-13,0.485621786,0.617843315,-0.060116225,0.041085197,-0.76,-3.23,5.69,4.26,3.11,3.21,-1.42,-1.55,0.12,-0.59,-0.9,-0.55,-0.64,0.988433385,1.418236702,0.74687868,0.69,1.050451036,2.49,0.15836956482143813,0.3272522211785619,,0.21766215955259993,0.40018115544740007,,0.09305927765237038,-0.15317550265237037,,0.021857296114244643,0.019227900885755354,,0.22704087897883313,-3.457040878978833,,0.25003777670059807,5.4399622232994025,,0.13115588948133777,4.128844110518662,,0.4126917111003393,2.6973082888996607,,0.42364785910486347,2.7863521408951364,,-0.4973777346905804,-0.9226222653094196,,-0.5687126514784298,-0.9812873485215703,,-0.5923322022943935,0.7123322022943935,,-0.47536222329940236,-0.1146377767005976,,-0.5139595734367428,-0.3860404265632572,,-0.30260080788495736,-0.2473991921150427,,-0.14155356277266115,-0.49844643722733883,,0.8482402597980058,0.14019312520199423,,0.9407500987548585,0.47748660324514147,,-0.07584747044014561,0.8227261504401456,,3.5192585878170943,-2.8292585878170944,,0.397685275577951,0.6527657604220489,,0.560073355954112,1.9299266440458882,,0.49748409594948484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-16,-0.417219799,-0.48368585,-0.033417992,0.076660871,0.81,-3.92,-1.36,-0.57,-0.37,-0.39,0.27,0.34,0.93,0.41,0.55,-2.03,-0.46,4.61467144,1.920032812,2.374730578,-0.08,1.715501719,-1.62,-0.26035029024561485,-0.15686950875438516,,-0.26855823102706095,-0.21512761897293903,,-0.004211266393131394,-0.029206725606868607,,-0.021202360622696724,0.09786323162269672,,0.656222410728712,-4.576222410728712,,-0.7487272741961545,-0.6112727258038456,,0.1757216674745515,-0.7457216674745515,,-0.012874939408628383,-0.3571250605913716,,0.038659201809662175,-0.4286592018096622,,0.48582430117951203,-0.215824301179512,,0.5409645661657781,-0.20096456616577812,,0.6854712392955244,0.2445287607044756,,0.3470727258038457,0.06292727419615429,,0.6915005816771692,-0.14150058167716917,,0.4399110195508161,-2.469911019550816,,-0.0022094037809015643,-0.45779059621909846,,0.8553391468187959,3.7593322931812043,,0.357365393226928,1.562667418773072,,0.3928625902479834,1.9818679877520164,,2.0110768621748254,-2.0910768621748255,,0.8243734733211454,0.8911282456788545,,-0.10046057521408971,-1.5195394247859104,,-0.25529532089031687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
